accession,hmm_model,score,used_for_classification
XP_003407998.1,H2B.W,61.7,False
XP_001095287.1,H2B.W,43.8,False
NP_083864.1,H2B.W,19.4,False
NP_001069373.1,H2B.W,16.2,False
XP_003421752.1,H2B.W,13.9,False
XP_548938.1,H2B.W,12.9,False
P02291.2,sperm_H2B,298.5,True
NP_999721.1,sperm_H2B,295.8,True
Q27750.3,sperm_H2B,295.5,True
NP_999706.1,sperm_H2B,264.8,True
Q27749.3,sperm_H2B,262.9,True
NP_724342.1,sperm_H2B,212.2,False
AAA30025.1,sperm_H2B,209.3,False
NP_001086753.1,sperm_H2B,205.9,False
XP_005610255.1,sperm_H2B,204.1,False
NP_505464.1,sperm_H2B,203.7,False
XP_005640164.1,sperm_H2B,203.5,False
XP_005640164.1,sperm_H2B,203.5,False
NP_066402.2,sperm_H2B,203.4,False
XP_003422331.1,sperm_H2B,203.4,False
XP_005665716.1,sperm_H2B,202.8,False
NP_001032546.1,sperm_H2B,202.6,False
XP_013006892.1,sperm_H2B,202.6,False
XP_012928647.1,sperm_H2B,202.6,False
XP_011741102.1,sperm_H2B,202.6,False
XP_008246696.1,sperm_H2B,202.6,False
XP_007485418.1,sperm_H2B,202.2,False
XP_007634673.1,sperm_H2B,202.0,False
NP_783595.1,sperm_H2B,202.0,False
XP_011216221.1,sperm_H2B,201.7,False
NP_001073188.1,sperm_H2B,201.6,False
NP_072169.1,sperm_H2B,199.1,False
NP_783594.1,sperm_H2B,198.6,False
NP_733759.1,sperm_H2B,198.1,False
NP_999710.2,sperm_H2B,197.6,False
NP_072173.1,sperm_H2B,189.7,False
XP_002369740.1,sperm_H2B,179.2,False
XP_002369740.1,sperm_H2B,179.2,False
Q9LZT0.3,sperm_H2B,178.2,False
Q9FFC0.3,sperm_H2B,175.5,False
NP_010510.3,sperm_H2B,172.1,False
XP_001349046.1,sperm_H2B,171.6,False
NP_009553.1,sperm_H2B,171.4,False
XP_678689.1,sperm_H2B,171.6,False
Q9LZ45.3,sperm_H2B,170.5,False
Q9LQQ4.3,sperm_H2B,168.8,False
XP_548517.2,sperm_H2B,125.9,False
XP_002925981.1,sperm_H2B,114.6,False
XP_823266.1,sperm_H2B,113.0,False
XP_002720211.1,sperm_H2B,107.6,False
NP_001180847.1,sperm_H2B,98.5,False
XP_003134084.1,sperm_H2B,97.4,False
Q7Z2G1.2,sperm_H2B,97.1,False
DAA13058.1,sperm_H2B,96.7,False
XP_002921383.1,sperm_H2B,90.8,False
XP_001366286.1,sperm_H2B,90.7,False
NP_991343.1,sperm_H2B,89.0,False
XP_004885290.1,sperm_H2B,88.1,False
XP_001504072.1,sperm_H2B,87.8,False
XP_003407998.1,sperm_H2B,87.7,False
XP_003515979.1,sperm_H2B,85.4,False
NP_081340.1,sperm_H2B,82.8,False
XP_003461969.1,sperm_H2B,82.2,False
XP_001095287.1,sperm_H2B,58.8,False
XP_678689.1,H2B.Z,276.7,True
XP_001349046.1,H2B.Z,276.2,True
XP_002369740.1,H2B.Z,272.2,True
XP_002369740.1,H2B.Z,272.2,True
NP_724342.1,H2B.Z,175.4,False
NP_505464.1,H2B.Z,174.9,False
NP_010510.3,H2B.Z,173.0,False
AAA30025.1,H2B.Z,172.8,False
NP_001073188.1,H2B.Z,172.3,False
NP_999706.1,H2B.Z,172.2,False
NP_009553.1,H2B.Z,171.5,False
XP_007485418.1,H2B.Z,171.4,False
XP_005610255.1,H2B.Z,170.9,False
XP_005665716.1,H2B.Z,170.6,False
NP_001032546.1,H2B.Z,170.6,False
XP_013006892.1,H2B.Z,170.6,False
XP_012928647.1,H2B.Z,170.6,False
XP_011741102.1,H2B.Z,170.6,False
XP_008246696.1,H2B.Z,170.6,False
NP_001086753.1,H2B.Z,170.5,False
NP_783595.1,H2B.Z,170.3,False
XP_005640164.1,H2B.Z,170.1,False
XP_005640164.1,H2B.Z,170.1,False
NP_066402.2,H2B.Z,169.9,False
XP_003422331.1,H2B.Z,169.9,False
XP_011216221.1,H2B.Z,169.9,False
XP_007634673.1,H2B.Z,169.6,False
NP_072169.1,H2B.Z,169.6,False
Q27749.3,H2B.Z,169.4,False
NP_783594.1,H2B.Z,168.9,False
NP_999721.1,H2B.Z,168.4,False
NP_733759.1,H2B.Z,167.6,False
NP_999710.2,H2B.Z,167.2,False
P02291.2,H2B.Z,165.3,False
Q9LQQ4.3,H2B.Z,164.9,False
Q27750.3,H2B.Z,164.5,False
Q9LZ45.3,H2B.Z,164.4,False
NP_072173.1,H2B.Z,161.2,False
Q9LZT0.3,H2B.Z,160.3,False
Q9FFC0.3,H2B.Z,157.3,False
XP_548517.2,H2B.Z,113.8,False
XP_002720211.1,H2B.Z,107.5,False
XP_002925981.1,H2B.Z,106.3,False
XP_823266.1,H2B.Z,104.5,False
XP_001366286.1,H2B.Z,94.8,False
NP_001180847.1,H2B.Z,94.0,False
Q7Z2G1.2,H2B.Z,92.5,False
DAA13058.1,H2B.Z,90.2,False
NP_991343.1,H2B.Z,84.8,False
XP_003134084.1,H2B.Z,85.1,False
XP_003515979.1,H2B.Z,84.0,False
NP_081340.1,H2B.Z,81.9,False
XP_002921383.1,H2B.Z,81.2,False
XP_003407998.1,H2B.Z,80.7,False
XP_003461969.1,H2B.Z,80.1,False
XP_004885290.1,H2B.Z,80.2,False
XP_001504072.1,H2B.Z,78.2,False
XP_001095287.1,H2B.Z,50.3,False
NP_005309.1,H1.0,288.5,True
NP_032223.2,H1.0,288.2,True
NP_001069955.1,H1.0,287.8,True
NP_036710.1,H1.0,287.3,True
NP_001127680.1,H1.0,287.2,True
P06513.2,H1.0,272.7,True
NP_001038138.1,H1.0,270.0,True
XP_004175972.1,H1.0,262.4,True
NP_998836.1,H1.0,255.6,True
ACH70944.1,H1.0,249.8,True
XP_010887142.1,H1.0,246.4,True
ACM09660.1,H1.0,210.0,True
ACM08534.1,H1.0,209.9,True
NP_999722.1,H1.0,174.6,True
NP_999720.1,H1.0,108.0,False
EED88841.1,H1.0,82.3,True
NP_015198.1,H1.0,56.6,False
XP_011105792.1,H1.0,53.7,False
AAZ66580.1,H1.0,78.4,False
NP_999714.1,H1.0,63.6,False
NP_085112.1,H1.0,66.0,False
NP_005310.1,H1.0,65.8,False
ACM09522.1,H1.0,66.0,False
NP_034507.2,H1.0,64.3,False
XP_425456.1,H1.0,62.8,False
O17536.3,H1.0,63.3,False
NP_001074230.1,H1.0,63.0,False
NP_005312.1,H1.0,55.2,False
NP_056601.1,H1.0,58.6,False
NP_005314.2,H1.0,60.1,False
NP_005311.1,H1.0,53.3,False
ACO07616.1,H1.0,58.6,False
P23444.2,H1.0,58.6,False
XP_005640152.1,H1.0,57.8,False
NP_579819.1,H1.0,53.1,False
NP_036711.1,H1.0,56.0,False
NP_172161.1,H1.0,57.0,False
NP_005316.1,H1.0,55.2,False
XP_010816821.1,H1.0,55.0,False
ACO10502.1,H1.0,54.8,False
ACM09455.1,H1.0,54.8,False
NP_005313.1,H1.0,48.5,False
NP_001243880.1,H1.0,52.6,False
NP_001087957.1,H1.0,43.4,False
ACO09903.1,H1.0,47.8,False
NP_001080265.1,H1.0,47.0,False
NP_006017.1,H1.0,42.9,False
NP_722575.1,H1.0,42.5,False
NP_612184.1,H1.0,41.7,False
ACI22865.1,H1.0,40.6,False
NP_001103035.1,H1.0,33.0,False
NP_001081535.1,H1.0,31.9,False
NP_061262.1,H1.0,22.5,False
NP_650383.2,H1.0,15.7,False
ACO07616.1,H1.10,312.8,True
ACO10502.1,H1.10,311.9,True
ACM09455.1,H1.10,311.9,True
NP_006017.1,H1.10,302.7,True
NP_001080265.1,H1.10,302.5,True
ACO09903.1,H1.10,282.6,True
NP_005313.1,H1.10,56.8,False
XP_425456.1,H1.10,54.0,False
NP_005312.1,H1.10,53.4,False
XP_005640152.1,H1.10,50.4,False
NP_001243880.1,H1.10,49.1,False
NP_001127680.1,H1.10,48.4,False
NP_032223.2,H1.10,47.8,False
NP_001069955.1,H1.10,47.6,False
NP_056601.1,H1.10,48.0,False
NP_005310.1,H1.10,45.6,False
XP_010816821.1,H1.10,40.5,False
NP_005309.1,H1.10,47.1,False
NP_036710.1,H1.10,46.2,False
XP_004175972.1,H1.10,45.7,False
NP_998836.1,H1.10,44.8,False
NP_005316.1,H1.10,42.5,False
P06513.2,H1.10,44.7,False
NP_999720.1,H1.10,44.4,False
NP_001074230.1,H1.10,42.9,False
NP_579819.1,H1.10,37.6,False
NP_001038138.1,H1.10,42.4,False
NP_001087957.1,H1.10,38.6,False
NP_005311.1,H1.10,39.2,False
NP_999722.1,H1.10,41.4,False
NP_034507.2,H1.10,40.8,False
ACM09522.1,H1.10,40.8,False
NP_999714.1,H1.10,40.8,False
NP_036711.1,H1.10,39.6,False
NP_085112.1,H1.10,36.8,False
NP_005314.2,H1.10,36.2,False
AAZ66580.1,H1.10,35.9,False
XP_011105792.1,H1.10,15.0,False
ACI22865.1,H1.10,19.2,False
ACH70944.1,H1.10,16.8,False
NP_001103035.1,H1.10,16.4,False
XP_010887142.1,H1.10,14.6,False
ACM09660.1,H1.10,11.3,False
ACM08534.1,H1.10,11.0,False
O17536.3,H1.10,11.5,False
NP_001074230.1,TS_H1.6,323.6,True
NP_005314.2,TS_H1.6,314.5,True
XP_005640152.1,TS_H1.6,304.3,True
NP_036711.1,TS_H1.6,303.1,True
NP_034507.2,TS_H1.6,302.8,True
NP_001243880.1,TS_H1.6,300.4,True
NP_001087957.1,TS_H1.6,241.7,True
NP_579819.1,TS_H1.6,207.5,False
NP_005312.1,TS_H1.6,206.9,False
XP_425456.1,TS_H1.6,196.8,False
NP_005311.1,TS_H1.6,194.8,False
NP_085112.1,TS_H1.6,194.6,False
ACM09522.1,TS_H1.6,194.3,True
NP_005310.1,TS_H1.6,193.2,False
NP_005316.1,TS_H1.6,192.9,False
XP_010816821.1,TS_H1.6,190.0,False
NP_005313.1,TS_H1.6,181.8,False
NP_056601.1,TS_H1.6,179.3,False
ACI22865.1,TS_H1.6,80.6,False
NP_001103035.1,TS_H1.6,75.3,False
NP_032223.2,TS_H1.6,66.3,False
NP_005309.1,TS_H1.6,66.1,False
NP_001069955.1,TS_H1.6,65.7,False
NP_036710.1,TS_H1.6,65.6,False
NP_001127680.1,TS_H1.6,63.9,False
NP_998836.1,TS_H1.6,61.2,False
NP_001038138.1,TS_H1.6,59.3,False
ACH70944.1,TS_H1.6,58.6,False
XP_004175972.1,TS_H1.6,58.4,False
NP_999720.1,TS_H1.6,57.0,False
ACM09660.1,TS_H1.6,55.4,False
XP_010887142.1,TS_H1.6,55.3,False
ACM08534.1,TS_H1.6,54.8,False
P06513.2,TS_H1.6,54.5,False
ACO07616.1,TS_H1.6,53.0,False
NP_061262.1,TS_H1.6,52.4,False
ACO09903.1,TS_H1.6,50.3,False
AAZ66580.1,TS_H1.6,50.2,False
NP_999714.1,TS_H1.6,44.4,False
NP_001080265.1,TS_H1.6,47.5,False
NP_006017.1,TS_H1.6,45.8,False
NP_999722.1,TS_H1.6,45.6,False
ACO10502.1,TS_H1.6,43.6,False
ACM09455.1,TS_H1.6,43.6,False
P60008.1,TS_H1.6,44.8,False
NP_861453.1,TS_H1.6,25.5,False
NP_722575.1,TS_H1.6,25.6,False
NP_015198.1,TS_H1.6,14.0,False
NP_081580.2,TS_H1.6,24.7,False
XP_011105792.1,TS_H1.6,13.8,False
NP_001081535.1,TS_H1.6,22.1,False
NP_612184.1,TS_H1.6,22.1,False
EED88841.1,TS_H1.6,16.1,False
O17536.3,TS_H1.6,3.1,False
NP_722575.1,OO_H1.8,664.9,True
NP_612184.1,OO_H1.8,516.3,True
NP_001081535.1,OO_H1.8,93.4,False
NP_999720.1,OO_H1.8,35.7,False
NP_999714.1,OO_H1.8,24.7,False
XP_004175972.1,OO_H1.8,17.5,False
NP_998836.1,OO_H1.8,16.9,False
NP_001087957.1,OO_H1.8,16.7,False
NP_999722.1,OO_H1.8,15.6,False
NP_001038138.1,OO_H1.8,14.8,False
O17536.3,OO_H1.8,8.1,False
AAZ66580.1,OO_H1.8,9.1,False
ACM09660.1,OO_H1.8,12.1,False
ACM08534.1,OO_H1.8,11.9,False
XP_010887142.1,OO_H1.8,9.7,False
ACH70944.1,OO_H1.8,16.3,False
NP_650383.2,generic_H1,236.0,True
NP_005312.1,generic_H1,201.6,True
NP_579819.1,generic_H1,196.0,True
NP_005311.1,generic_H1,194.6,True
NP_005310.1,generic_H1,193.6,True
NP_056601.1,generic_H1,191.8,True
NP_005313.1,generic_H1,191.6,True
O17536.3,generic_H1,190.1,True
AAZ66580.1,generic_H1,184.9,True
NP_172161.1,generic_H1,182.1,True
XP_010816821.1,generic_H1,183.1,True
NP_001081535.1,generic_H1,180.4,True
NP_005316.1,generic_H1,177.3,True
NP_085112.1,generic_H1,172.5,True
XP_425456.1,generic_H1,169.3,True
NP_999714.1,generic_H1,166.5,True
NP_999720.1,generic_H1,160.2,True
P23444.2,generic_H1,159.9,True
NP_001087957.1,generic_H1,134.1,False
NP_001074230.1,generic_H1,116.4,False
NP_036711.1,generic_H1,113.3,False
NP_005314.2,generic_H1,112.5,False
NP_034507.2,generic_H1,111.2,False
NP_001243880.1,generic_H1,109.6,False
XP_005640152.1,generic_H1,103.5,False
NP_999722.1,generic_H1,104.6,False
NP_001038138.1,generic_H1,103.3,False
XP_011105792.1,generic_H1,54.4,False
P06513.2,generic_H1,96.0,False
NP_015198.1,generic_H1,50.7,False
XP_004175972.1,generic_H1,92.9,False
NP_998836.1,generic_H1,91.9,False
NP_001069955.1,generic_H1,87.7,False
ACH70944.1,generic_H1,87.2,False
NP_005309.1,generic_H1,87.1,False
NP_032223.2,generic_H1,86.9,False
NP_001127680.1,generic_H1,86.8,False
ACM09522.1,generic_H1,85.6,False
NP_036710.1,generic_H1,85.8,False
XP_010887142.1,generic_H1,84.2,False
ACO09903.1,generic_H1,82.8,False
NP_722575.1,generic_H1,77.6,False
ACM09660.1,generic_H1,74.5,False
ACM08534.1,generic_H1,73.9,False
EED88841.1,generic_H1,73.0,False
ACO07616.1,generic_H1,69.5,False
NP_001080265.1,generic_H1,69.6,False
NP_006017.1,generic_H1,66.6,False
NP_612184.1,generic_H1,64.2,False
ACO10502.1,generic_H1,63.1,False
ACM09455.1,generic_H1,63.1,False
ACI22865.1,generic_H1,61.8,False
NP_001103035.1,generic_H1,55.7,False
P60008.1,generic_H1,34.9,False
NP_061262.1,generic_H1,32.7,False
NP_081580.2,TS_H1.7,805.7,True
NP_861453.1,TS_H1.7,290.0,True
NP_001087957.1,TS_H1.7,33.9,False
NP_579819.1,TS_H1.7,31.3,False
NP_034507.2,TS_H1.7,31.1,False
NP_001243880.1,TS_H1.7,29.6,False
NP_001074230.1,TS_H1.7,28.9,False
NP_005314.2,TS_H1.7,28.6,False
NP_005316.1,TS_H1.7,26.0,False
NP_085112.1,TS_H1.7,25.1,False
NP_001103035.1,TS_H1.7,25.9,False
XP_425456.1,TS_H1.7,25.4,False
XP_010816821.1,TS_H1.7,24.0,False
XP_005640152.1,TS_H1.7,23.1,False
NP_036711.1,TS_H1.7,25.0,False
ACM09522.1,TS_H1.7,24.1,False
NP_005310.1,TS_H1.7,20.8,False
ACI22865.1,TS_H1.7,21.3,False
NP_005311.1,TS_H1.7,20.2,False
NP_005312.1,TS_H1.7,20.8,False
NP_005313.1,TS_H1.7,18.1,False
NP_056601.1,TS_H1.7,18.5,False
XP_011105792.1,scH1,557.9,True
NP_015198.1,scH1,511.1,True
P23444.2,scH1,34.4,False
NP_999722.1,scH1,31.5,False
NP_001038138.1,scH1,28.6,False
O17536.3,scH1,27.2,False
AAZ66580.1,scH1,26.1,False
NP_999720.1,scH1,24.9,False
XP_004175972.1,scH1,24.3,False
NP_005309.1,scH1,23.1,False
NP_001069955.1,scH1,23.0,False
NP_001127680.1,scH1,21.7,False
P06513.2,scH1,20.8,False
NP_032223.2,scH1,19.0,False
NP_036710.1,scH1,15.1,False
NP_998836.1,scH1,16.1,False
EED88841.1,scH1,8.6,False
NP_056601.1,scH1,15.0,False
NP_001103035.1,TS_H1.9,310.7,True
P60008.1,TS_H1.9,298.4,True
NP_061262.1,TS_H1.9,291.2,True
ACI22865.1,TS_H1.9,278.3,True
NP_005311.1,TS_H1.9,66.2,False
NP_005310.1,TS_H1.9,65.4,False
NP_056601.1,TS_H1.9,64.9,False
NP_579819.1,TS_H1.9,63.7,False
NP_001087957.1,TS_H1.9,63.3,False
NP_085112.1,TS_H1.9,63.1,False
XP_005640152.1,TS_H1.9,61.7,False
NP_005313.1,TS_H1.9,61.4,False
NP_034507.2,TS_H1.9,57.9,False
ACM09522.1,TS_H1.9,57.4,False
XP_010816821.1,TS_H1.9,56.8,False
NP_005312.1,TS_H1.9,53.9,False
XP_425456.1,TS_H1.9,55.7,False
NP_001074230.1,TS_H1.9,55.5,False
NP_036711.1,TS_H1.9,51.3,False
NP_005316.1,TS_H1.9,42.6,False
NP_005314.2,TS_H1.9,43.5,False
NP_001243880.1,TS_H1.9,42.6,False
NP_999714.1,TS_H1.9,36.6,False
NP_999720.1,TS_H1.9,21.7,False
NP_998836.1,TS_H1.9,20.0,False
NP_999722.1,TS_H1.9,16.4,False
NP_005309.1,TS_H1.9,10.5,False
NP_001038138.1,TS_H1.9,14.8,False
XP_004175972.1,TS_H1.9,-0.1,False
P06513.2,TS_H1.9,16.0,False
NP_001080265.1,TS_H1.9,14.3,False
NP_080372.1,H2A.P,203.6,True
NP_001128070.1,H2A.P,203.1,True
XP_003317470.1,H2A.P,200.9,True
NP_036406.1,H2A.P,199.9,True
AAC26851.1,H2A.P,199.6,True
XP_003508203.1,H2A.P,199.3,True
EHH30639.1,H2A.P,189.0,True
XP_005641297.1,H2A.P,187.5,True
XP_002913536.1,H2A.P,187.5,True
XP_003135058.1,H2A.P,177.5,True
EHB10562.1,H2A.P,168.6,True
XP_548947.1,H2A.P,74.6,False
EHB17227.1,H2A.P,71.9,False
XP_002927211.1,H2A.P,71.7,False
EHB04253.1,H2A.P,71.5,False
XP_548938.1,H2A.P,71.7,False
EHB10563.1,H2A.P,71.6,False
XP_003360303.2,H2A.P,62.6,False
XP_002720052.1,H2A.P,60.4,False
XP_003469399.1,H2A.P,60.6,False
XP_002719866.1,H2A.P,60.4,False
NP_080903.1,H2A.P,57.6,False
XP_003484147.1,H2A.P,54.4,False
XP_011215272.1,H2A.P,53.0,False
XP_875023.2,H2A.P,51.9,False
NP_001071426.1,H2A.P,49.1,False
NP_083864.1,H2A.P,47.1,False
XP_003421752.1,H2A.P,45.8,False
NP_001180843.1,H2A.P,41.4,False
XP_003469395.1,H2A.P,38.3,False
NP_001069373.1,H2A.P,37.5,False
XP_003135571.1,H2A.P,37.3,False
NP_001087948.1,H2A.P,37.2,False
XP_004847876.1,H2A.P,36.3,False
XP_003422330.1,H2A.P,36.3,False
XP_008246690.1,H2A.P,36.3,False
XP_003356618.1,H2A.P,36.3,False
XP_009448979.1,H2A.P,36.2,False
XP_009296490.1,H2A.P,36.0,False
NP_009552.1,H2A.P,35.7,False
NP_010511.3,H2A.P,35.7,False
NP_957367.1,H2A.P,35.5,False
XP_007634672.1,H2A.P,35.5,False
NP_066390.1,H2A.P,35.5,False
NP_001180653.1,H2A.P,35.5,False
NP_835489.1,H2A.P,35.5,False
NP_001072943.1,H2A.P,35.5,False
XP_001145032.1,H2A.P,35.1,False
XP_011215280.1,H2A.P,35.1,False
NP_001192525.1,H2A.P,35.1,False
XP_005640150.1,H2A.P,35.1,False
XP_004088806.1,H2A.P,35.1,False
NP_001190852.1,H2A.P,35.0,False
NP_068612.2,H2A.P,34.7,False
NP_175517.1,H2A.P,34.7,False
XP_003508207.1,H2A.P,34.7,False
NP_783589.1,H2A.P,34.5,False
XP_003282204.1,H2A.P,34.5,False
NP_034566.1,H2A.P,33.8,False
NP_002096.1,H2A.P,33.8,False
NP_001073248.1,H2A.P,33.8,False
NP_001102761.1,H2A.P,33.8,False
NP_188703.1,H2A.P,33.8,False
XP_001370540.1,H2A.P,33.8,False
XP_007485414.1,H2A.P,33.8,False
XP_003478913.1,H2A.P,33.8,False
XP_641587.1,H2A.P,33.2,False
XP_011387544.1,H2A.P,33.3,False
XP_011387544.1,H2A.P,33.3,False
XP_008992112.1,H2A.P,33.1,False
NP_542451.1,H2A.P,32.9,False
NP_200275.1,H2A.P,32.9,False
NP_734466.1,H2A.P,32.4,False
XP_002116274.1,H2A.P,32.3,False
NP_594421.1,H2A.P,32.1,False
NP_505463.1,H2A.P,31.8,False
AAC37292.1,H2A.P,30.9,False
NP_001132837.1,H2A.P,31.0,False
EEC09557.1,H2A.P,30.7,False
NP_001141182.1,H2A.P,29.9,False
AAC37291.1,H2A.P,29.6,False
XP_627120.1,H2A.P,29.7,False
NP_001141988.1,H2A.P,29.3,False
XP_624700.1,H2A.P,29.2,False
NP_001066688.1,H2A.P,29.2,False
XP_002365290.1,H2A.P,28.8,False
XP_001119899.1,H2A.P,28.8,False
NP_001017990.1,H2A.P,28.3,False
XP_002763866.1,H2A.P,28.4,False
XP_002784006.1,H2A.P,28.4,False
EDO48405.1,H2A.P,28.2,False
EER16127.1,H2A.P,27.9,False
XP_008644553.1,H2A.P,27.6,False
NP_172363.1,H2A.P,27.3,False
NP_724343.1,H2A.P,27.4,False
NP_175868.1,H2A.P,26.9,False
NP_001281214.1,H2A.P,26.6,False
NP_001066920.1,H2A.P,26.1,False
XP_002365268.1,H2A.P,26.2,False
NP_001268460.1,H2A.P,26.1,False
NP_001268459.1,H2A.P,25.4,False
XP_010685819.1,H2A.P,25.2,False
XP_002111582.1,H2A.P,24.5,False
NP_001183510.1,H2A.P,25.0,False
EHB05905.1,H2A.P,24.8,False
NP_198119.1,H2A.P,24.1,False
NP_001183439.1,H2A.P,24.4,False
NP_001105357.1,H2A.P,24.1,False
XP_008662624.1,H2A.P,24.0,False
NP_200795.1,H2A.P,23.7,False
NP_001183143.1,H2A.P,22.9,False
XP_001637578.1,H2A.P,22.5,False
NP_001278724.1,H2A.P,22.9,False
XP_003515491.1,H2A.P,21.4,False
XP_002784054.1,H2A.P,20.4,False
XP_002776752.1,H2A.P,20.1,False
XP_002784055.1,H2A.P,20.0,False
NP_175683.1,H2A.P,19.6,False
XP_003514308.1,H2A.P,19.3,False
XP_002111498.1,H2A.P,19.3,False
NP_014631.1,H2A.P,19.0,False
EDO46289.1,H2A.P,18.8,False
XP_845905.1,H2A.P,18.0,False
XP_626045.1,H2A.P,17.7,False
NP_001026545.1,H2A.P,17.8,False
NP_001136523.1,H2A.P,17.7,False
NP_001051232.1,H2A.P,17.4,False
NP_595630.3,H2A.P,17.3,False
NP_524519.1,H2A.P,16.9,False
NP_002097.1,H2A.P,17.3,False
NP_001036788.1,H2A.P,17.0,False
NP_705930.1,H2A.P,17.0,False
P02272.2,H2A.P,17.0,False
NP_036544.1,H2A.P,17.0,False
NP_001264267.1,H2A.P,13.7,False
XP_001704715.1,H2A.P,16.0,False
XP_002371743.1,H2A.P,15.4,False
NP_001141633.1,H2A.P,14.9,False
NP_181415.1,H2A.P,14.7,False
NP_990338.1,H2A.P,13.1,False
AAC28846.1,H2A.P,13.1,False
NP_613258.2,H2A.P,13.1,False
XP_005272189.1,H2A.P,13.1,False
NP_061119.1,H2A.P,11.9,False
CAA33554.1,H2A.P,13.2,False
XP_637656.1,H2A.P,12.9,False
XP_637656.1,H2A.P,12.9,False
NP_191019.1,H2A.P,12.9,False
NP_991343.1,H2A.P,12.8,False
NP_010510.3,H2A.P,12.4,False
XP_846259.1,H2A.P,12.6,False
NP_001020673.1,H2A.P,10.8,False
XP_003461969.1,H2A.P,11.7,False
NP_001051232.1,H2A.Z,242.3,True
NP_001136523.1,H2A.Z,242.0,True
NP_001141633.1,H2A.Z,239.9,True
NP_191019.1,H2A.Z,238.8,True
XP_002784054.1,H2A.Z,235.7,True
XP_002784055.1,H2A.Z,234.8,True
NP_181415.1,H2A.Z,234.6,True
XP_002776752.1,H2A.Z,234.2,True
XP_002371743.1,H2A.Z,233.5,True
NP_524519.1,H2A.Z,232.2,True
CAA33554.1,H2A.Z,232.2,True
NP_001026545.1,H2A.Z,232.2,True
NP_002097.1,H2A.Z,232.2,True
NP_705930.1,H2A.Z,232.0,True
P02272.2,H2A.Z,232.0,True
NP_036544.1,H2A.Z,232.0,True
NP_001036788.1,H2A.Z,232.0,True
XP_002111498.1,H2A.Z,232.0,True
EDO46289.1,H2A.Z,231.8,True
NP_175683.1,H2A.Z,230.6,True
XP_626045.1,H2A.Z,225.7,True
NP_595630.3,H2A.Z,214.9,True
NP_014631.1,H2A.Z,209.4,True
XP_846259.1,H2A.Z,204.7,True
NP_193093.1,H2A.Z,180.9,True
XP_637656.1,H2A.Z,173.3,False
XP_637656.1,H2A.Z,173.3,False
AAC37291.1,H2A.Z,160.7,False
NP_783589.1,H2A.Z,160.7,False
AAC37292.1,H2A.Z,160.5,False
XP_007485414.1,H2A.Z,158.9,False
XP_003478913.1,H2A.Z,158.8,False
NP_001183439.1,H2A.Z,157.9,False
NP_001281214.1,H2A.Z,157.8,False
XP_011215280.1,H2A.Z,157.8,False
NP_001192525.1,H2A.Z,157.8,False
XP_005640150.1,H2A.Z,157.8,False
XP_004088806.1,H2A.Z,157.8,False
EEC09557.1,H2A.Z,157.9,False
NP_068612.2,H2A.Z,157.8,False
XP_004847876.1,H2A.Z,157.8,False
XP_003422330.1,H2A.Z,157.8,False
XP_008246690.1,H2A.Z,157.8,False
XP_003356618.1,H2A.Z,157.8,False
XP_009448979.1,H2A.Z,157.8,False
NP_001072943.1,H2A.Z,157.9,False
XP_007634672.1,H2A.Z,157.6,False
NP_066390.1,H2A.Z,157.6,False
NP_001180653.1,H2A.Z,157.6,False
NP_835489.1,H2A.Z,157.6,False
NP_734466.1,H2A.Z,157.5,False
XP_001119899.1,H2A.Z,157.0,False
NP_001087948.1,H2A.Z,156.5,False
XP_008992112.1,H2A.Z,156.3,False
EDO48405.1,H2A.Z,156.2,False
NP_001183510.1,H2A.Z,156.0,False
NP_724343.1,H2A.Z,155.8,False
XP_002116274.1,H2A.Z,155.7,False
NP_010511.3,H2A.Z,155.5,False
NP_009552.1,H2A.Z,155.1,False
XP_008644553.1,H2A.Z,155.0,False
NP_001066920.1,H2A.Z,154.9,False
XP_009296490.1,H2A.Z,154.9,False
NP_001141988.1,H2A.Z,154.9,False
NP_001073248.1,H2A.Z,154.1,False
NP_002096.1,H2A.Z,154.1,False
NP_001102761.1,H2A.Z,154.1,False
NP_034566.1,H2A.Z,154.1,False
NP_001066688.1,H2A.Z,154.2,False
XP_624700.1,H2A.Z,154.1,False
XP_011387544.1,H2A.Z,153.8,False
XP_011387544.1,H2A.Z,153.8,False
XP_001370540.1,H2A.Z,153.4,False
NP_594421.1,H2A.Z,153.3,False
NP_505463.1,H2A.Z,153.3,False
NP_172363.1,H2A.Z,153.2,False
EER16127.1,H2A.Z,153.2,False
NP_001141182.1,H2A.Z,152.9,False
NP_957367.1,H2A.Z,152.8,False
NP_175868.1,H2A.Z,152.7,False
NP_001105357.1,H2A.Z,151.7,False
XP_002365268.1,H2A.Z,151.1,False
XP_002365290.1,H2A.Z,151.0,False
NP_175517.1,H2A.Z,150.7,False
XP_002784006.1,H2A.Z,150.5,False
NP_001190852.1,H2A.Z,150.5,False
NP_200275.1,H2A.Z,150.4,False
NP_198119.1,H2A.Z,149.8,False
NP_188703.1,H2A.Z,149.9,False
NP_001183143.1,H2A.Z,149.6,False
NP_200795.1,H2A.Z,149.1,False
XP_008662624.1,H2A.Z,149.2,False
XP_010685819.1,H2A.Z,149.0,False
XP_002111582.1,H2A.Z,148.4,False
NP_001132837.1,H2A.Z,149.0,False
XP_627120.1,H2A.Z,146.9,False
